// Move to data/assets_data.csv
asset_id,category,type,state,city,condition,purchase_date,last_maintenance_date,next_maintenance_due,usage_hours,assigned_officer,remarks,serial_number,caliber,ammunition_count,assigned_unit,ip_address,firmware_version,os_version,vendor,warranty_expiry,license_plate,fuel_type,assigned_station,mileage_km,battery_health,connectivity,storage_capacity
AST466304,Weapons,Glock 19,Perak,Kampar,Damaged,2016-10-17,2017-04-03,2017-09-10,762.0,Nurul,Requires software upgrade,SI030753,9mm,109.0,Cybercrime Unit,,,,,,,,,,,,
EQP259683,Devices,Motorola VB400,Putrajaya,Presint 15,Good,2022-04-09,2022-10-13,2023-09-18,1591.0,Aisyah,Battery replacement needed,,,,,,v3.9,,,,,,,,82%,4G,16GB
AST429095,ICT Assets,iPad Tablet,Putrajaya,Putrajaya,Damaged,2017-01-08,2017-11-28,2018-03-02,3113.0,Noraini,Hardware replacement needed,,,,,10.0.139.183,v1.2.7,v8.2,Apple,2019-12-22,,,,,,,
EQP724641,Vehicles,Honda Civic,Sabah,Tawau,Needs Action,2019-02-08,2019-10-21,2020-05-13,,Aminah,Firmware outdated,,,,,,,,,,NS 9783 A,Hybrid,Tawau Police Station,76277.0,,,
PDM405867,ICT Assets,iPad Tablet,Selangor,Shah Alam,Damaged,2025-05-09,2025-08-16,2026-04-21,8318.0,Mansor,Hardware replacement needed,,,,,10.0.213.155,v3.6.3,v9.1,Apple,2026-09-20,,,,,,,
EQP991785,Vehicles,Transport Truck,Terengganu,Chukai,Damaged,2021-07-07,2021-11-15,2022-03-08,,Zaitun,Hardware replacement needed,,,,,,,,,,ML 9386 H,Hybrid,Chukai District Office,13003.0,,,
EQP759311,Vehicles,Honda Civic,Perak,Taiping,Needs Action,2015-12-31,2016-06-25,2016-12-11,,Ahmad Faiz,No issues,,,,,,,,,,SG 6292 E,Petrol,Taiping HQ,9671.0,,,
PDM714509,Devices,Motorola VB400,Negeri Sembilan,Bahau,Good,2022-05-15,2023-03-12,2024-01-31,548.0,Rosnah,Requires cleaning,,,,,,v4.3,,,,,,,,91%,Bluetooth,512GB
AST539453,Devices,Motorola APX Radio,Putrajaya,Presint 1,Damaged,2023-08-21,2024-08-20,2025-06-20,726.0,Baharuddin,Hardware replacement needed,,,,,,v5.2,,,,,,,,99%,Bluetooth,512GB
EQP577077,Weapons,HK416,Selangor,Klang,Good,2017-01-29,2017-09-02,2018-04-19,273.0,Aminah,Network connectivity issues,XH959374,7.62mm,22.0,Cybercrime Unit,,,,,,,,,,,,
AST334231,ICT Assets,Huawei AR Router,Kuala Lumpur,Cheras,Needs Action,2021-10-03,2022-08-23,2023-03-13,5276.0,Mohd Azlan,Scheduled for maintenance,,,,,192.168.17.27,v5.8.7,v8.0,Huawei,2024-08-20,,,,,,,
EQP290057,Vehicles,Proton Wira,Penang,Butterworth,Needs Action,2016-12-29,2017-11-21,2018-09-01,,Hafiz,Storage capacity low,,,,,,,,,,ML 6450 J,Electric,Butterworth Police Station,57217.0,,,
EQP161348,Vehicles,Honda CBX Motorcycle,Pahang,Kuantan,Good,2021-03-22,2021-09-20,2022-08-22,,Noraini,Network connectivity issues,,,,,,,,,,TR 2578 H,Hybrid,Kuantan Police Station,16581.0,,,
EQP591060,Devices,Dahua CCTV,Negeri Sembilan,Bahau,Needs Action,2018-02-15,2018-06-18,2019-05-31,1778.0,Azmi,Regular inspection due,,,,,,v5.5,,,,,,,,93%,Bluetooth,64GB
EQP244379,Weapons,Glock 19,Selangor,Petaling Jaya,Damaged,2020-03-08,2020-07-03,2021-04-19,1303.0,Ibrahim,Firmware outdated,JY377919,5.56mm,35.0,Cybercrime Unit,,,,,,,,,,,,
EQP548759,Vehicles,Yamaha R25 Motorcycle,Kedah,Sungai Petani,Needs Action,2020-10-01,2021-06-23,2022-03-13,,Hafiz,Firmware outdated,,,,,,,,,,KD 9883 F,Hybrid,Sungai Petani Police Station,91067.0,,,
EQP235847,Weapons,Baton,Kuala Lumpur,Bangsar,Needs Action,2018-12-24,2019-04-23,2019-09-27,2212.0,Zulkifli,Requires software upgrade,JQ800348,.357 Magnum,74.0,Cybercrime Unit,,,,,,,,,,,,
AST992357,Weapons,Sig Sauer P226,Penang,Balik Pulau,Needs Action,2023-11-19,2024-01-31,2025-01-28,2677.0,Rohani,Firmware outdated,TZ394163,5.56mm,27.0,Cybercrime Unit,,,,,,,,,,,,
EQP978070,Weapons,M4 Carbine,Kedah,Sungai Petani,Good,2025-05-02,2025-07-29,2026-04-06,453.0,Zaitun,Requires software upgrade,AH438218,9mm,187.0,Traffic Police,,,,,,,,,,,,
AST389141,Vehicles,Honda Civic,Kelantan,Tanah Merah,Good,2021-10-21,2022-08-22,2022-12-25,,Omar,Engine overheating,,,,,,,,,,PN 8593 F,Electric,Tanah Merah Police Station,119238.0,,,
AST986122,Vehicles,Proton Wira,Pahang,Kuantan,Needs Action,2022-06-17,2022-09-28,2023-03-21,,Zaharah,Battery degradation,,,,,,,,,,WC 5897 G,Electric,Kuantan Police Station,166147.0,,,
EQP214620,Vehicles,Proton Wira,Perak,Sitiawan,Needs Action,2022-05-16,2023-05-01,2023-11-11,,Fauziah,No issues,,,,,,,,,,TR 9016 D,Petrol,Sitiawan Police Station,53062.0,,,
PDM725823,Vehicles,Honda CBX Motorcycle,Sarawak,Miri,Good,2018-04-08,2018-10-03,2019-05-12,,Rashid,Regular maintenance completed,,,,,,,,,,WA 6674 B,Hybrid,Miri District Office,177552.0,,,
EQP757095,Weapons,Glock 19,Kedah,Langkawi,Needs Action,2016-04-12,2016-05-25,2017-03-04,2085.0,Mansor,Hardware replacement needed,PW180957,9mm,98.0,Narcotics Division,,,,,,,,,,,,
AST303499,Vehicles,Yamaha R25 Motorcycle,Melaka,Jasin,Needs Action,2017-10-16,2018-03-02,2018-11-22,,Hakim,Minor wear and tear,,,,,,,,,,WB 8789 B,Electric,Jasin Police Station,198595.0,,,
PDM238018,Vehicles,Yamaha R25 Motorcycle,Penang,George Town,Good,2017-02-20,2017-04-08,2018-03-06,,Hassan,Hardware replacement needed,,,,,,,,,,SG 7764 H,Petrol,George Town HQ,129657.0,,,
PDM938302,Vehicles,Proton Wira,Terengganu,Chukai,Good,2021-01-22,2021-04-19,2021-08-19,,Rosnah,Scheduled for maintenance,,,,,,,,,,ML 9581 K,Electric,Chukai District Office,58202.0,,,
PDM526186,ICT Assets,HP Aruba Switch,Kelantan,Pasir Mas,Damaged,2025-12-19,2025-08-19,2026-08-01,3886.0,Yusof,Hardware replacement needed,,,,,192.168.119.103,v5.8.1,v11.0,HP,2027-03-22,,,,,,,
AST890144,Vehicles,Honda CBX Motorcycle,Pahang,Jerantut,Damaged,2025-02-24,2025-08-11,2026-05-03,,Aminah,Firmware outdated,,,,,,,,,,PN 5060 K,Hybrid,Jerantut HQ,50135.0,,,
AST403791,ICT Assets,HP Laptop,Selangor,Klang,Needs Action,2015-02-15,2015-03-30,2015-10-04,2339.0,Zaitun,No issues,,,,,192.168.246.55,v2.7.5,v9.5,HP,2017-10-25,,,,,,,
AST959292,ICT Assets,HP Laptop,Melaka,Jasin,Needs Action,2016-12-06,2017-02-09,2017-06-09,8465.0,Razak,Regular inspection due,,,,,192.168.55.23,v3.0.5,v12.5,HP,2020-03-23,,,,,,,
EQP723697,Weapons,Glock 19,Pahang,Kuantan,Needs Action,2017-01-21,2017-06-25,2017-11-24,4064.0,Nadia,Engine overheating,VE308264,7.62mm,81.0,Anti-Vice Unit,,,,,,,,,,,,
PDM728779,Devices,Axon Body 3,Selangor,Klang,Good,2018-11-09,2019-04-12,2020-02-12,2985.0,Syafiq,No issues,,,,,,v2.2,,,,,,,,87%,4G,1TB
EQP180353,ICT Assets,Canon Printer,Kelantan,Tanah Merah,Good,2019-07-08,2019-12-29,2020-04-13,6664.0,Hassan,Software update pending,,,,,192.168.189.112,v4.5.4,v8.2,Canon,2023-09-18,,,,,,,
EQP138563,ICT Assets,HP Laptop,Perak,Sitiawan,Damaged,2023-07-03,2024-03-08,2024-07-25,8580.0,Razak,Battery replacement needed,,,,,172.16.22.96,v5.8.3,v9.1,HP,2024-12-19,,,,,,,
AST774540,Devices,Axon Body 3,Kelantan,Pasir Mas,Damaged,2019-03-17,2020-01-09,2020-04-19,2418.0,Mohd Azlan,Engine overheating,,,,,,v2.5,,,,,,,,98%,Bluetooth,32GB
PDM302734,Devices,Axon Body 3,Selangor,Shah Alam,Damaged,2020-07-22,2020-12-15,2021-11-08,2900.0,Razak,Requires software upgrade,,,,,,v1.8,,,,,,,,97%,WiFi,256GB
EQP805130,ICT Assets,HP Laptop,Sarawak,Miri,Good,2018-11-13,2019-11-11,2020-08-18,6542.0,Omar,Requires cleaning,,,,,192.168.148.150,v2.5.3,v12.0,HP,2022-12-06,,,,,,,
EQP172522,Weapons,M4 Carbine,Terengganu,Kemaman,Good,2015-05-05,2016-04-10,2016-11-28,2304.0,Hassan,Requires software upgrade,PL065898,.357 Magnum,34.0,Cybercrime Unit,,,,,,,,,,,,
AST397853,Weapons,M4 Carbine,Perak,Sitiawan,Damaged,2016-02-27,2017-02-19,2017-09-27,4594.0,Rohani,Battery replacement needed,LC320457,.357 Magnum,95.0,Criminal Investigation,,,,,,,,,,,,
EQP248349,Vehicles,Proton Wira,Perak,Taiping,Damaged,2016-04-28,2016-09-06,2017-04-16,,Zarina,Scheduled for maintenance,,,,,,,,,,WB 9918 K,Diesel,Taiping HQ,75311.0,,,
EQP256010,Devices,Axon Body 3,Terengganu,Chukai,Damaged,2018-11-06,2019-09-08,2020-08-05,2950.0,Ismail,Regular maintenance completed,,,,,,v9.5,,,,,,,,71%,Ethernet,32GB
EQP824958,Weapons,Taser,Perak,Ipoh,Damaged,2023-10-12,2024-03-22,2024-06-26,3616.0,Siti Nurhaliza,Battery degradation,EJ038096,.45 ACP,118.0,Mobile Patrol Force,,,,,,,,,,,,
EQP333382,ICT Assets,HP Laptop,Terengganu,Dungun,Good,2018-02-13,2018-06-15,2018-11-02,5905.0,Zarina,Requires cleaning,,,,,10.0.96.231,v5.0.0,v9.5,HP,2021-07-27,,,,,,,
PDM829879,Weapons,Glock 19,Terengganu,Dungun,Good,2019-09-28,2020-05-02,2020-11-30,3128.0,Nadia,Minor wear and tear,GH256622,.45 ACP,136.0,Criminal Investigation,,,,,,,,,,,,
EQP750696,Weapons,M16A4,Kedah,Alor Setar,Damaged,2022-11-23,2023-09-04,2023-12-29,2595.0,Aisyah,Hardware replacement needed,MW994701,.45 ACP,143.0,Mobile Patrol Force,,,,,,,,,,,,
AST458039,Weapons,Benelli M4,Negeri Sembilan,Nilai,Damaged,2022-08-14,2022-11-12,2023-09-24,2577.0,Hafiz,Requires software upgrade,QT614750,.22 LR,10.0,Anti-Vice Unit,,,,,,,,,,,,
AST508101,ICT Assets,HP Laptop,Putrajaya,Presint 15,Damaged,2017-09-06,2018-03-18,2018-11-08,4318.0,Hakim,Scheduled for maintenance,,,,,172.16.151.60,v1.3.5,v8.2,HP,2019-04-18,,,,,,,
AST506728,Weapons,Sig Sauer P226,Kuala Lumpur,Kepong,Good,2017-02-13,2017-07-25,2018-04-08,793.0,Razak,Needs calibration,YO028149,7.62mm,34.0,Traffic Police,,,,,,,,,,,,
EQP935364,ICT Assets,Windows Server 2019,Penang,Butterworth,Damaged,2017-01-28,2017-05-12,2018-01-20,2755.0,Halimah,Performance optimal,,,,,10.0.250.206,v4.7.8,v10.3,Microsoft,2019-11-01,,,,,,,
EQP957911,Weapons,Glock 19,Johor,Muar,Good,2021-02-01,2021-09-18,2022-07-11,1416.0,Kamal,Performance optimal,NW253346,7.62mm,24.0,Mobile Patrol Force,,,,,,,,,,,,
PDM187103,Devices,Dahua CCTV,Melaka,Jasin,Damaged,2017-01-01,2017-09-10,2018-01-26,2677.0,Nurul,Requires software upgrade,,,,,,v2.8,,,,,,,,60%,USB,256GB
PDM771453,ICT Assets,Windows Server 2019,Sarawak,Miri,Good,2024-12-01,2025-04-16,2026-04-16,2139.0,Ismail,No issues,,,,,10.0.200.74,v4.7.6,v10.4,Microsoft,2029-04-08,,,,,,,
EQP594884,ICT Assets,HP Aruba Switch,Kuala Lumpur,Kuala Lumpur,Damaged,2021-04-11,2021-11-09,2022-09-13,6021.0,Ahmad Faiz,Battery replacement needed,,,,,172.16.176.66,v4.0.8,v12.2,HP,2023-03-13,,,,,,,
PDM905941,Devices,Axon Body 3,Sarawak,Kuching,Good,2023-05-09,2023-12-05,2024-04-10,2385.0,Mansor,Camera lens scratched,,,,,,v9.6,,,,,,,,73%,Bluetooth,1TB
EQP946991,Vehicles,Honda CBX Motorcycle,Putrajaya,Presint 1,Good,2018-10-09,2019-06-24,2019-09-29,,Halimah,Engine overheating,,,,,,,,,,SG 2100 F,Electric,Presint 1 Police Station,81574.0,,,
PDM696523,Vehicles,Toyota Hilux,Pahang,Bentong,Needs Action,2018-03-07,2018-12-02,2019-09-19,,Kamarul,Regular maintenance completed,,,,,,,,,,JH 8953 E,Hybrid,Bentong District Office,28265.0,,,
AST275194,Weapons,Sig Sauer P226,Putrajaya,Presint 15,Needs Action,2016-02-26,2016-04-05,2017-03-26,3740.0,Zulkifli,Software update pending,EF936549,5.56mm,107.0,Patrol Unit,,,,,,,,,,,,
PDM212144,ICT Assets,Cisco ISR Router,Kelantan,Kota Bharu,Needs Action,2018-11-09,2019-03-03,2019-07-22,2656.0,Sarah,Camera lens scratched,,,,,172.16.124.187,v1.6.8,v10.0,Cisco,2023-03-24,,,,,,,
AST113589,Weapons,Glock 19,Perak,Taiping,Needs Action,2017-09-02,2017-10-08,2018-04-23,3687.0,Rosnah,Storage capacity low,MP625613,.45 ACP,119.0,Criminal Investigation,,,,,,,,,,,,
EQP147863,Devices,Fingerprint Scanner,Johor,Skudai,Needs Action,2016-03-06,2016-07-20,2017-02-17,2649.0,Fatimah,Performance optimal,,,,,,v9.2,,,,,,,,90%,5G,64GB
PDM459443,Weapons,M4 Carbine,Kuala Lumpur,Cheras,Good,2022-02-17,2022-11-12,2023-07-09,2701.0,Khadijah,Firmware outdated,YN864476,5.56mm,95.0,Criminal Investigation,,,,,,,,,,,,
EQP264255,Weapons,Glock 19,Sarawak,Miri,Damaged,2017-02-01,2017-03-26,2017-07-29,1064.0,Zarina,Hardware replacement needed,MQ647421,9mm,125.0,Special Branch,,,,,,,,,,,,
AST443722,Vehicles,Honda CBX Motorcycle,Kuala Lumpur,Cheras,Damaged,2017-12-04,2018-07-31,2019-06-07,,Abdul Rahman,Battery degradation,,,,,,,,,,ML 6598 B,Hybrid,Cheras HQ,47607.0,,,
PDM134987,Weapons,Walther P99,Sabah,Kota Kinabalu,Damaged,2019-11-28,2020-03-19,2021-01-19,2252.0,Baharuddin,Requires cleaning,FQ726911,.38 Special,12.0,Mobile Patrol Force,,,,,,,,,,,,
AST890483,ICT Assets,Canon Printer,Sabah,Tawau,Needs Action,2016-03-06,2016-12-27,2017-04-05,4141.0,Nadia,Battery replacement needed,,,,,10.0.38.229,v3.4.3,v11.1,Canon,2017-06-13,,,,,,,
EQP164231,ICT Assets,HP Laptop,Penang,George Town,Good,2017-07-31,2018-05-24,2018-09-29,3848.0,Yusof,Engine overheating,,,,,10.0.217.72,v5.5.4,v11.4,HP,2019-09-15,,,,,,,
EQP183675,Devices,Hikvision CCTV,Kelantan,Machang,Good,2016-06-24,2016-09-08,2017-04-24,2983.0,Ahmad Faiz,Requires software upgrade,,,,,,v4.4,,,,,,,,76%,Ethernet,16GB
PDM277116,Vehicles,Honda CBX Motorcycle,Terengganu,Kuala Terengganu,Needs Action,2022-03-10,2022-06-21,2022-10-20,,Ramlah,Hardware replacement needed,,,,,,,,,,WA 2505 H,Diesel,Kuala Terengganu District Office,118955.0,,,
EQP678037,Vehicles,Proton X70,Putrajaya,Presint 8,Needs Action,2016-07-18,2017-03-25,2017-08-10,,Mohd Azlan,Scheduled for maintenance,,,,,,,,,,ML 6385 D,Petrol,Presint 8 HQ,66699.0,,,
AST238526,Weapons,M4 Carbine,Sabah,Kota Kinabalu,Damaged,2019-07-05,2020-02-05,2020-06-17,2157.0,Rohani,Scheduled for maintenance,PY961630,.38 Special,84.0,Patrol Unit,,,,,,,,,,,,
EQP109897,Weapons,M4 Carbine,Putrajaya,Presint 1,Needs Action,2020-08-07,2020-10-13,2021-04-14,2579.0,Nurul,Camera lens scratched,RH518751,.22 LR,163.0,Cybercrime Unit,,,,,,,,,,,,
AST310725,ICT Assets,Cisco Catalyst Switch,Perak,Sitiawan,Damaged,2021-12-10,2022-09-10,2023-04-23,7398.0,Halimah,Network connectivity issues,,,,,10.0.225.50,v5.6.7,v10.4,Cisco,2024-01-20,,,,,,,
EQP867929,Vehicles,Honda CBX Motorcycle,Kedah,Langkawi,Needs Action,2018-01-21,2018-12-19,2019-09-29,,Haslinda,Performance optimal,,,,,,,,,,TR 9740 F,Hybrid,Langkawi HQ,48590.0,,,
PDM971390,Weapons,Taser,Penang,George Town,Needs Action,2015-09-11,2016-03-13,2016-07-30,3519.0,Suraya,Camera lens scratched,GN997205,.22 LR,175.0,Cybercrime Unit,,,,,,,,,,,,
AST426962,ICT Assets,HP Laptop,Negeri Sembilan,Port Dickson,Good,2017-11-04,2018-04-02,2018-11-13,6464.0,Rosnah,Regular maintenance completed,,,,,172.16.129.198,v5.6.2,v8.3,HP,2020-10-04,,,,,,,
PDM983358,ICT Assets,Cisco ISR Router,Selangor,Petaling Jaya,Needs Action,2021-08-29,2022-06-07,2022-12-06,2136.0,Suraya,Firmware outdated,,,,,10.0.122.210,v3.2.1,v9.3,Cisco,2025-07-29,,,,,,,
EQP857819,Weapons,Sig Sauer P226,Melaka,Melaka City,Damaged,2016-02-26,2016-10-07,2017-05-14,1262.0,Ramlah,Storage capacity low,CA971051,7.62mm,76.0,Traffic Police,,,,,,,,,,,,
PDM714927,Vehicles,Proton Wira,Kuala Lumpur,Kuala Lumpur,Needs Action,2021-12-06,2022-02-14,2022-06-08,,Hamid,Requires cleaning,,,,,,,,,,KD 4253 B,Petrol,Kuala Lumpur District Office,50754.0,,,
AST302399,Weapons,Sig Sauer P226,Selangor,Shah Alam,Damaged,2016-11-16,2017-10-12,2018-07-02,194.0,Mohd Azlan,Requires software upgrade,BW880595,.357 Magnum,191.0,Criminal Investigation,,,,,,,,,,,,
PDM702780,Vehicles,Proton Wira,Putrajaya,Presint 15,Damaged,2019-08-09,2020-03-17,2020-07-13,,Aminah,Network connectivity issues,,,,,,,,,,JH 6894 F,Electric,Presint 15 HQ,50264.0,,,
AST830244,Weapons,Glock 19,Negeri Sembilan,Nilai,Damaged,2016-08-22,2017-05-18,2017-10-19,3165.0,Razak,Hardware replacement needed,SD834095,.357 Magnum,174.0,Narcotics Division,,,,,,,,,,,,
PDM819785,Devices,Motorola APX Radio,Melaka,Melaka City,Damaged,2018-09-28,2019-09-04,2019-12-05,2402.0,Normah,Regular inspection due,,,,,,v2.4,,,,,,,,92%,Bluetooth,32GB
AST290718,ICT Assets,Windows Server 2019,Kuala Lumpur,Kuala Lumpur,Good,2017-01-29,2017-11-12,2018-08-07,7538.0,Mohd Azlan,Performance optimal,,,,,192.168.95.254,v3.7.1,v8.5,Microsoft,2019-04-22,,,,,,,
EQP748591,Weapons,M16A4,Perak,Taiping,Damaged,2022-11-02,2023-09-25,2024-07-13,3707.0,Sarah,Storage capacity low,JI803236,9mm,31.0,Special Branch,,,,,,,,,,,,
EQP908945,ICT Assets,HP Laptop,Sarawak,Kuching,Damaged,2016-02-26,2016-08-18,2017-04-09,5683.0,Hafiz,Storage capacity low,,,,,172.16.103.247,v1.1.9,v10.3,HP,2020-01-05,,,,,,,
PDM243172,Weapons,Glock 19,Pahang,Jerantut,Damaged,2018-08-16,2018-11-25,2019-07-29,2915.0,Mariam,Network connectivity issues,SB782583,5.56mm,122.0,Narcotics Division,,,,,,,,,,,,
EQP690745,Weapons,Glock 19,Putrajaya,Putrajaya,Good,2020-06-10,2021-05-20,2022-02-04,668.0,Halimah,Battery degradation,QJ392386,.45 ACP,87.0,Criminal Investigation,,,,,,,,,,,,
PDM109844,ICT Assets,Palo Alto Firewall,Putrajaya,Putrajaya,Good,2022-01-29,2022-11-09,2023-09-16,5834.0,Baharuddin,Firmware outdated,,,,,172.16.250.66,v1.2.9,v9.0,Palo Alto,2024-08-30,,,,,,,
AST908899,ICT Assets,Cisco ISR Router,Perak,Sitiawan,Good,2015-05-22,2015-08-19,2015-11-20,3963.0,Hamid,Scheduled for maintenance,,,,,10.0.140.36,v5.0.6,v8.4,Cisco,2017-06-13,,,,,,,
PDM709751,Weapons,M16A4,Sarawak,Kuching,Good,2019-12-16,2020-01-20,2020-08-31,1520.0,Nurul,Battery degradation,KR949146,.45 ACP,58.0,Traffic Police,,,,,,,,,,,,
EQP368868,Vehicles,Proton X70,Kedah,Langkawi,Needs Action,2021-02-21,2021-07-18,2022-05-30,,Suraya,Hardware replacement needed,,,,,,,,,,KD 3024 K,Diesel,Langkawi District Office,94683.0,,,
AST798992,ICT Assets,iPad Tablet,Negeri Sembilan,Seremban,Good,2016-10-27,2016-12-25,2017-08-04,6342.0,Abdul Rahman,Hardware replacement needed,,,,,172.16.47.49,v4.1.6,v11.0,Apple,2020-11-16,,,,,,,
AST567830,Weapons,Baton,Johor,Batu Pahat,Needs Action,2016-11-09,2017-03-24,2018-02-26,4985.0,Nurul,Regular maintenance completed,QP453601,9mm,130.0,Cybercrime Unit,,,,,,,,,,,,
PDM162068,Vehicles,Yamaha R25 Motorcycle,Melaka,Jasin,Good,2021-12-27,2022-07-28,2023-04-11,,Halimah,Firmware outdated,,,,,,,,,,WB 4908 F,Diesel,Jasin District Office,138305.0,,,
AST124710,Vehicles,Toyota Hilux,Selangor,Shah Alam,Damaged,2023-10-24,2024-07-12,2025-02-23,,Haslinda,Performance optimal,,,,,,,,,,WB 7874 D,Hybrid,Shah Alam District Office,40039.0,,,
PDM136935,Devices,Motorola VB400,Perak,Ipoh,Needs Action,2019-03-12,2019-09-03,2020-04-07,279.0,Zulkifli,Requires software upgrade,,,,,,v10.4,,,,,,,,65%,USB,1TB
EQP754975,ICT Assets,HP Laptop,Negeri Sembilan,Seremban,Needs Action,2022-06-11,2022-07-18,2023-04-19,8073.0,Normah,Firmware outdated,,,,,172.16.186.102,v1.7.5,v9.5,HP,2024-12-08,,,,,,,
PDM961413,ICT Assets,iPad Tablet,Negeri Sembilan,Nilai,Good,2021-12-03,2022-10-28,2023-08-09,1507.0,Baharuddin,Camera lens scratched,,,,,10.0.190.131,v2.1.8,v11.3,Apple,2023-03-02,,,,,,,
EQP325177,Weapons,Glock 19,Putrajaya,Putrajaya,Damaged,2020-12-09,2021-05-06,2022-02-01,2336.0,Azmi,Engine overheating,PD547623,7.62mm,48.0,Traffic Police,,,,,,,,,,,,
AST680894,Vehicles,Transport Truck,Kuala Lumpur,Kuala Lumpur,Good,2017-08-02,2018-03-23,2018-08-09,,Ismail,Requires cleaning,,,,,,,,,,TR 4860 B,Petrol,Kuala Lumpur HQ,135551.0,,,
EQP896985,Vehicles,Toyota Hilux,Perak,Sitiawan,Good,2021-04-19,2021-06-14,2022-02-17,,Sarah,Firmware outdated,,,,,,,,,,WA 3952 C,Electric,Sitiawan HQ,130965.0,,,
PDM878076,Weapons,HK416,Kuala Lumpur,Bangsar,Good,2021-08-02,2022-01-10,2022-07-16,3032.0,Syafiq,Requires software upgrade,ZU566357,.45 ACP,125.0,Narcotics Division,,,,,,,,,,,,
EQP939220,Devices,Motorola VB400,Terengganu,Dungun,Damaged,2023-10-28,2024-02-11,2025-01-03,523.0,Azmi,Regular inspection due,,,,,,v2.9,,,,,,,,96%,WiFi,64GB
EQP740740,Devices,Motorola VB400,Johor,Muar,Damaged,2021-11-04,2022-09-22,2023-04-15,1640.0,Zaitun,Scheduled for maintenance,,,,,,v8.2,,,,,,,,90%,4G,1TB
PDM857397,Vehicles,Proton Wira,Kedah,Alor Setar,Good,2019-01-02,2020-01-01,2020-10-04,,Ahmad Faiz,Hardware replacement needed,,,,,,,,,,WB 1155 G,Diesel,Alor Setar District Office,97372.0,,,
EQP944772,ICT Assets,iPad Tablet,Pahang,Jerantut,Good,2019-09-30,2020-05-09,2021-05-06,3209.0,Nadia,Minor wear and tear,,,,,10.0.28.5,v4.5.7,v8.1,Apple,2023-10-17,,,,,,,
PDM756889,Weapons,MP5,Kedah,Alor Setar,Good,2022-03-27,2022-06-04,2022-10-12,2136.0,Baharuddin,Requires software upgrade,ZZ203683,5.56mm,198.0,Traffic Police,,,,,,,,,,,,
PDM502184,Weapons,Walther P99,Negeri Sembilan,Bahau,Damaged,2020-01-01,2020-12-18,2021-04-05,1137.0,Nurul,Minor wear and tear,MW998062,5.56mm,53.0,Patrol Unit,,,,,,,,,,,,
EQP156581,Vehicles,Yamaha R25 Motorcycle,Selangor,Shah Alam,Needs Action,2017-10-25,2018-10-01,2019-05-04,,Nurul,Minor wear and tear,,,,,,,,,,SG 4844 H,Electric,Shah Alam Police Station,80644.0,,,
PDM340754,Vehicles,Proton Wira,Putrajaya,Putrajaya,Needs Action,2025-05-28,2025-08-14,2025-12-15,,Zaitun,Minor wear and tear,,,,,,,,,,PH 6216 A,Diesel,Putrajaya HQ,146176.0,,,
AST391210,Vehicles,Honda Civic,Negeri Sembilan,Bahau,Good,2016-11-10,2017-06-02,2017-10-03,,Halimah,Firmware outdated,,,,,,,,,,JH 8740 G,Hybrid,Bahau Police Station,109092.0,,,
PDM492958,Weapons,Uzi,Perak,Ipoh,Damaged,2016-07-28,2016-09-22,2017-09-13,986.0,Haslinda,Network connectivity issues,FS337789,.45 ACP,136.0,Traffic Police,,,,,,,,,,,,
PDM453665,Vehicles,Proton X70,Sarawak,Bintulu,Good,2017-06-17,2017-09-01,2018-03-30,,Hakim,Needs calibration,,,,,,,,,,SG 6853 A,Hybrid,Bintulu HQ,6129.0,,,
AST226402,ICT Assets,Windows Server 2019,Kelantan,Machang,Good,2020-08-27,2020-11-21,2021-09-17,7607.0,Mansor,Battery replacement needed,,,,,192.168.39.148,v5.8.7,v8.4,Microsoft,2025-03-04,,,,,,,
EQP661237,Weapons,MP5,Perak,Sitiawan,Good,2025-10-15,2025-07-29,2026-02-10,1284.0,Ramlah,Requires software upgrade,IQ565020,.22 LR,176.0,Traffic Police,,,,,,,,,,,,
EQP512321,ICT Assets,Cisco ISR Router,Johor,Skudai,Good,2020-05-30,2021-03-02,2021-06-29,1827.0,Zaitun,Camera lens scratched,,,,,172.16.84.212,v3.5.0,v11.1,Cisco,2023-07-05,,,,,,,
PDM490345,Vehicles,Yamaha R25 Motorcycle,Perak,Sitiawan,Needs Action,2022-07-28,2023-01-29,2023-06-23,,Aminah,Camera lens scratched,,,,,,,,,,KB 7580 B,Petrol,Sitiawan Police Station,159630.0,,,
AST445398,Vehicles,Honda CBX Motorcycle,Johor,Muar,Good,2025-02-23,2025-08-12,2026-04-26,,Fauziah,Engine overheating,,,,,,,,,,KL 5993 G,Electric,Muar HQ,13051.0,,,
EQP677759,ICT Assets,Cisco ISR Router,Terengganu,Dungun,Needs Action,2018-11-07,2019-04-06,2020-01-05,6572.0,Noraini,Minor wear and tear,,,,,172.16.192.82,v1.7.1,v9.3,Cisco,2020-02-15,,,,,,,
AST640663,Weapons,Sig Sauer P226,Putrajaya,Presint 15,Damaged,2023-09-09,2024-01-12,2024-07-11,3997.0,Baharuddin,Minor wear and tear,CT367248,9mm,113.0,Narcotics Division,,,,,,,,,,,,
EQP831041,Vehicles,Honda CBX Motorcycle,Kuala Lumpur,Cheras,Damaged,2022-09-01,2023-04-25,2023-09-24,,Normah,Camera lens scratched,,,,,,,,,,JH 9779 E,Petrol,Cheras HQ,148053.0,,,
